position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of Parliament,Kausea Natano,Q6378927,2002,,male,1957,,Kausea Natano.png,Kausea Natano
Member of Parliament,Ampelosa Manoa Tehulu,Q108805759,2019-09-09,,,,,,
Member of Parliament,Timi Melei,Q108805761,2019-09-09,,,,,,
Member of Parliament,Katepu Laoi,Q108805768,2019-09-09,,male,,,,
Member of Parliament,Fatoga Talama,Q108805777,2019-09-09,,,,,,
Member of Parliament,Nielu Meisake,Q108805785,2019-09-09,,,,,,
Member of Parliament,Isaia Vaipuna Taape,Q108805787,2019-09-09,,,,,,
Member of Parliament,Puakena Boreham,Q19795263,2019-09-09,,female,1970-12-18,,,Puakena Boreham
Member of Parliament,Samuelu Teo,Q21062794,2019-09-09,,male,,,,Samuelu Teo
Member of Parliament,Mackenzie Kiritome,Q21062795,2019-09-09,,male,,,,Mackenzie Kiritome
Member of Parliament,Enele Sopoaga,Q330640,2019-09-09,,male,1956-02-10,,Enele Sopoaga 2014.jpg,Enele Sopoaga
Member of Parliament,Kausea Natano,Q6378927,2019-09-09,,male,1957,,Kausea Natano.png,Kausea Natano
Member of Parliament,Simon Kofe,Q67199457,2019-09-09,,male,1984,,,Simon Kofe
Member of Parliament,Monise Laafai,Q6900427,2019-09-09,,male,,,Monise Laafai - ITU Telecom World 2016 - Ministerial Roundtable (25363407029) (cropped).jpg,Monise Laafai
Member of Parliament,Namoliki Sualiki,Q6961984,2019-09-09,,male,,,,Namoliki Sualiki
Member of Parliament,Seve Paeniu,Q7457133,2019-09-09,,male,1965-02-11,,,Seve Paeniu
Member of Parliament,Minute Alapati Taupo,Q85895228,2019-09-09,,male,,,"Minute Alapati Taupo, February 2020 (GPO035) (cropped).jpg",Minute Alapati Taupo
